dataset_id	movie_name	entity_url	entity_id
3362	Dog Day Afternoon (1975)	http://dbpedia.org/resource/Dog_Day_Afternoon	14046
2922	Hang 'em High (1967)	http://dbpedia.org/resource/Hang_'Em_High	4478
3473	Jonah Who Will Be 25 in the Year 2000 (1976)	http://dbpedia.org/resource/Jonah_Who_Will_Be_25_in_the_Year_2000	5119
2282	Pecker (1998)	http://dbpedia.org/resource/Pecker_(film)	6069
1104	Streetcar Named Desire, A (1951)	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)	1795
8	Tom and Huck (1995)	http://dbpedia.org/resource/Tom_and_Huck	10171
1884	Fear and Loathing in Las Vegas (1998)	http://dbpedia.org/resource/Fear_and_Loathing_in_Las_Vegas_(film)	5205
1227	Once Upon a Time in America (1984)	http://dbpedia.org/resource/Once_Upon_a_Time_in_America	6903
1749	Leading Man, The (1996)	http://dbpedia.org/resource/The_Leading_Man	726
1361	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	http://dbpedia.org/resource/Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills	12839
1330	April Fool's Day (1986)	http://dbpedia.org/resource/April_Fool's_Day_(1986_film)	10153
567	Kika (1993)	http://dbpedia.org/resource/Kika	3115
3692	Class of Nuke 'Em High (1986)	http://dbpedia.org/resource/Class_of_Nuke_'Em_High	11020
171	Jeffrey (1995)	http://dbpedia.org/resource/Jeffrey_(film)	10969
3824	Autumn in New York (2000)	http://dbpedia.org/resource/Autumn_in_New_York_(film)	1579
1228	Raging Bull (1980)	http://dbpedia.org/resource/Raging_Bull	1976
2283	Sheltering Sky, The (1990)	http://dbpedia.org/resource/The_Sheltering_Sky_(film)	4989
1631	Assignment, The (1997)	http://dbpedia.org/resource/Golgo_13:_Assignment_Kowloon	13086
1885	Opposite of Sex, The (1998)	http://dbpedia.org/resource/The_Opposite_of_Sex	4022
1750	Star Kid (1997)	http://dbpedia.org/resource/Star_Kid	196
700	Angus (1995)	http://dbpedia.org/resource/Angus_(film)	3248
3053	Messenger: The Story of Joan of Arc, The (1999)	http://dbpedia.org/resource/The_Messenger:_The_Story_of_Joan_of_Arc	13505
2034	Black Hole, The (1979)	http://dbpedia.org/resource/The_Black_Hole_(2006_film)	6813
2403	First Blood (1982)	http://dbpedia.org/resource/First_Blood	9376
3475	Place in the Sun, A (1951)	http://dbpedia.org/resource/A_Place_in_the_Sun_(film)	4861
659	Purple Noon (1960)	http://dbpedia.org/resource/Purple_Noon	2592
1496	Anna Karenina (1997)	http://dbpedia.org/resource/Anna_Karenina_(1997_film)	5163
144	Brothers McMullen, The (1995)	http://dbpedia.org/resource/The_Brothers_McMullen	8191
1816	Two Girls and a Guy (1997)	http://dbpedia.org/resource/Two_Girls_and_a_Guy	1757
531	Secret Garden, The (1993)	http://dbpedia.org/resource/The_Secret_Garden_(1993_film)	11671
1230	Annie Hall (1977)	http://dbpedia.org/resource/Annie_Hall	10086
10	GoldenEye (1995)	http://dbpedia.org/resource/GoldenEye	1056
1632	Smile Like Yours, A (1997)	http://dbpedia.org/resource/A_Smile_Like_Yours	7415
798	Daylight (1996)	http://dbpedia.org/resource/Daylight_(film)	7110
3728	One False Move (1991)	http://dbpedia.org/resource/One_False_Move	1586
1194	Up in Smoke (1978)	http://dbpedia.org/resource/Up_in_Smoke_(1957_film)	12647
3238	Eye of the Beholder (1999)	http://dbpedia.org/resource/Eye_of_the_Beholder_(film)	5325
3434	Death Wish V: The Face of Death (1994)	http://dbpedia.org/resource/Death_Wish_V:_The_Face_of_Death	681
2183	Man Who Knew Too Much, The (1956)	http://dbpedia.org/resource/The_Man_Who_Knew_Too_Much_(1956_film)	13765
944	Lost Horizon (1937)	http://dbpedia.org/resource/Lost_Horizon_(1937_film)	9633
3565	Where the Heart Is (2000)	http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)	6523
2694	Big Daddy (1999)	http://dbpedia.org/resource/Big_Daddy_(1999_film)	8776
2404	Rambo III (1988)	http://dbpedia.org/resource/Rambo_III	10586
3363	American Graffiti (1973)	http://dbpedia.org/resource/American_Graffiti	2836
2791	Airplane! (1980)	http://dbpedia.org/resource/Airplane!	7376
2656	Tarantula (1955)	http://dbpedia.org/resource/Tarantula_(film)	7601
3476	Jacob's Ladder (1990)	http://dbpedia.org/resource/Jacob's_Ladder_(film)	2998
799	Frighteners, The (1996)	http://dbpedia.org/resource/The_Frighteners	4813
1817	No Looking Back (1998)	http://dbpedia.org/resource/No_Looking_Back	1115
3825	Coyote Ugly (2000)	http://dbpedia.org/resource/Coyote_Ugly_(film)	1872
1231	Right Stuff, The (1983)	http://dbpedia.org/resource/The_Right_Stuff_(film)	8679
3435	Double Indemnity (1944)	http://dbpedia.org/resource/Double_Indemnity_(film)	5941
1633	Ulee's Gold (1997)	http://dbpedia.org/resource/Ulee's_Gold	7267
2925	Conformist, The (Il Conformista) (1970)	http://dbpedia.org/resource/The_Conformist_(film)	12905
38	It Takes Two (1995)	http://dbpedia.org/resource/It_Takes_Two_(1995_film)	4843
3055	Felicia's Journey (1999)	http://dbpedia.org/resource/Felicia's_Journey_(film)	13567
2035	Blackbeard's Ghost (1968)	http://dbpedia.org/resource/Blackbeard's_Ghost	4335
3239	Isn't She Great? (2000)	http://dbpedia.org/resource/Isn't_She_Great	12041
2405	Jewel of the Nile, The (1985)	http://dbpedia.org/resource/The_Jewel_of_the_Nile	12389
3872	Suddenly, Last Summer (1959)	http://dbpedia.org/resource/Suddenly,_Last_Summer_(film)	4443
2017	Babes in Toyland (1961)	http://dbpedia.org/resource/Babes_in_Toyland_(1961_film)	11562
1497	Double Team (1997)	http://dbpedia.org/resource/Double_Team_(film)	8905
11	American President, The (1995)	http://dbpedia.org/resource/The_American_President	4708
2184	Trouble with Harry, The (1955)	http://dbpedia.org/resource/The_Trouble_with_Harry	12409
3436	Dying Young (1991)	http://dbpedia.org/resource/Dying_Young	7618
3056	Oxygen (1999)	http://dbpedia.org/resource/Oxygen_(film)	1267
3178	Hurricane, The (1999)	http://dbpedia.org/resource/The_Hurricane_(1999_film)	12134
172	Johnny Mnemonic (1995)	http://dbpedia.org/resource/Johnny_Mnemonic_(film)	12402
2406	Romancing the Stone (1984)	http://dbpedia.org/resource/Romancing_the_Stone	12011
568	Bhaji on the Beach (1993)	http://dbpedia.org/resource/Bhaji_on_the_Beach	7745
532	Serial Mom (1994)	http://dbpedia.org/resource/Serial_Mom	8474
3103	Stanley & Iris (1990)	http://dbpedia.org/resource/Stanley_Kubrick's_Boxes	13798
2529	Planet of the Apes (1968)	http://dbpedia.org/resource/Planet_of_the_Apes_(1968_film)	9043
1363	Preacher's Wife, The (1996)	http://dbpedia.org/resource/The_Preacher's_Wife	1180
3437	Cool as Ice (1991)	http://dbpedia.org/resource/Cool_as_Ice	2520
3477	Empire Records (1995)	http://dbpedia.org/resource/Empire_Records	14204
1635	Ice Storm, The (1997)	http://dbpedia.org/resource/The_Ice_Storm_(film)	1064
3306	Circus, The (1928)	http://dbpedia.org/resource/At_the_Circus	14435
1498	Inventing the Abbotts (1997)	http://dbpedia.org/resource/Inventing_the_Abbotts	6377
945	Top Hat (1935)	http://dbpedia.org/resource/Top_Hat	3605
1752	Hard Rain (1998)	http://dbpedia.org/resource/Hard_Rain_(film)	2337
2962	Fever Pitch (1997)	http://dbpedia.org/resource/Fever_Pitch_(1997_film)	12023
3179	Angela's Ashes (1999)	http://dbpedia.org/resource/Angela's_Ashes_(film)	579
1105	Children of the Corn IV: The Gathering (1996)	http://dbpedia.org/resource/Children_of_the_Corn_IV:_The_Gathering	4244
274	Man of the House (1995)	http://dbpedia.org/resource/Man_of_the_House_(1995_film)	6349
2036	Blank Check (1994)	http://dbpedia.org/resource/Blank_Check_(film)	4649
3826	Hollow Man (2000)	http://dbpedia.org/resource/Hollow_Man_2	5906
3307	City Lights (1931)	http://dbpedia.org/resource/City_Lights	10680
3364	Asphalt Jungle, The (1950)	http://dbpedia.org/resource/The_Asphalt_Jungle	8247
1196	Star Wars: Episode V - The Empire Strikes Back (1980)	http://dbpedia.org/resource/The_Empire_Strikes_Back	11966
3873	Cat Ballou (1965)	http://dbpedia.org/resource/Cat_Ballou	2168
2792	Airplane II: The Sequel (1982)	http://dbpedia.org/resource/Airplane_II:_The_Sequel	12859
2185	I Confess (1953)	http://dbpedia.org/resource/I_Confess_(film)	3761
2926	Hairspray (1988)	http://dbpedia.org/resource/Hairspray_(1988_film)	11965
1928	Cimarron (1931)	http://dbpedia.org/resource/Cimarron_(1931_film)	13056
3180	Play it to the Bone (1999)	http://dbpedia.org/resource/Play_It_to_the_Bone	1173
2318	Happiness (1998)	http://dbpedia.org/resource/Happiness_(1998_film)	5065
3827	Space Cowboys (2000)	http://dbpedia.org/resource/Space_Cowboys	7292
3478	Bamba, La (1987)	http://dbpedia.org/resource/La_Bamba_(film)	13198
2530	Beneath the Planet of the Apes (1970)	http://dbpedia.org/resource/Beneath_the_Planet_of_the_Apes	7440
569	Little Big League (1994)	http://dbpedia.org/resource/Little_Big_League	7159
1063	Johns (1996)	http://dbpedia.org/resource/Johns_(film)	7478
453	For Love or Money (1993)	http://dbpedia.org/resource/For_Love_or_Money_(1993_film)	4411
1753	Half Baked (1998)	http://dbpedia.org/resource/Half_Baked	5362
2963	Joe the King (1999)	http://dbpedia.org/resource/Joe_the_King	8939
3308	Flamingo Kid, The (1984)	http://dbpedia.org/resource/The_Flamingo_Kid	5542
2037	Candleshoe (1977)	http://dbpedia.org/resource/Candleshoe	14586
2793	American Werewolf in Paris, An (1997)	http://dbpedia.org/resource/An_American_Werewolf_in_Paris	4717
3874	Couch in New York, A (1996)	http://dbpedia.org/resource/A_Couch_in_New_York	4286
12	Dracula: Dead and Loving It (1995)	http://dbpedia.org/resource/Dracula:_Dead_and_Loving_It	12726
315	Specialist, The (1994)	http://dbpedia.org/resource/The_Specialist	14132
2794	European Vacation (1985)	http://dbpedia.org/resource/National_Lampoon's_European_Vacation	13759
2964	Julien Donkey-Boy (1999)	http://dbpedia.org/resource/Julien_Donkey-Boy	8820
1064	Aladdin and the King of Thieves (1996)	http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves	12491
3479	Ladyhawke (1985)	http://dbpedia.org/resource/Ladyhawke	12366
1331	Audrey Rose (1977)	http://dbpedia.org/resource/Audrey_Rose_(film)	5642
1887	Almost Heroes (1998)	http://dbpedia.org/resource/Almost_Heroes	9030
1365	Ridicule (1996)	http://dbpedia.org/resource/Ridicule	10457
800	Lone Star (1996)	http://dbpedia.org/resource/Lone_Star_(1996_film)	458
2038	Cat from Outer Space, The (1978)	http://dbpedia.org/resource/The_Cat_from_Outer_Space	2255
2284	Bandit Queen (1994)	http://dbpedia.org/resource/Bandit_Queen	2181
3875	Devil Rides Out, The (1968)	http://dbpedia.org/resource/The_Devil_Rides_Out_(film)	561
3104	Midnight Run (1988)	http://dbpedia.org/resource/Midnight_Run	10421
3309	Dog's Life, A (1920)	http://dbpedia.org/resource/A_Dog's_Life_(1950_film)	2599
39	Clueless (1995)	http://dbpedia.org/resource/Clueless_(film)	6290
2320	Apt Pupil (1998)	http://dbpedia.org/resource/Apt_Pupil_(film)	2435
1332	Believers, The (1987)	http://dbpedia.org/resource/Believers_(film)	3318
1636	Stag (1997)	http://dbpedia.org/resource/Stag_Night	1190
1066	Shall We Dance? (1937)	http://dbpedia.org/resource/Shall_We_Dance_(1937_film)	126
2565	King and I, The (1956)	http://dbpedia.org/resource/The_King_and_I_(1956_film)	11526
3693	Toxic Avenger, The (1985)	http://dbpedia.org/resource/The_Toxic_Avenger_(film)	8538
3365	Searchers, The (1956)	http://dbpedia.org/resource/Searchers_2.0	13106
1888	Hope Floats (1998)	http://dbpedia.org/resource/Hope_Floats	3265
1366	Crucible, The (1996)	http://dbpedia.org/resource/Crucible_of_Terror	12257
3105	Awakenings (1990)	http://dbpedia.org/resource/Awakenings	1032
1067	Damsel in Distress, A (1937)	http://dbpedia.org/resource/A_Damsel_in_Distress_(film)	12782
702	Faces (1968)	http://dbpedia.org/resource/Faces_(film)	12925
3566	Big Kahuna, The (2000)	http://dbpedia.org/resource/The_Big_Kahuna_(film)	11507
2321	Pleasantville (1998)	http://dbpedia.org/resource/Pleasantville_(film)	14441
2531	Battle for the Planet of the Apes (1973)	http://dbpedia.org/resource/Battle_for_the_Planet_of_the_Apes	11221
2448	Virus (1999)	http://dbpedia.org/resource/Virus_(1999_film)	9107
2186	Strangers on a Train (1951)	http://dbpedia.org/resource/Strangers_on_a_Train_(film)	10699
2143	Legend (1985)	http://dbpedia.org/resource/Legend_(1985_film)	6019
316	Stargate (1994)	http://dbpedia.org/resource/Stargate_(film)	4998
2407	Cocoon (1985)	http://dbpedia.org/resource/Cocoon_(film)	4530
3694	Toxic Avenger, Part II, The (1989)	http://dbpedia.org/resource/The_Toxic_Avenger_Part_II	3911
1499	Anaconda (1997)	http://dbpedia.org/resource/Anaconda_(film)	6972
3181	Titus (1999)	http://dbpedia.org/resource/Titus_(film)	13142
3106	Come See the Paradise (1990)	http://dbpedia.org/resource/Come_See_the_Paradise	8479
2144	Sixteen Candles (1984)	http://dbpedia.org/resource/Sixteen_Candles	12648
2449	Garbage Pail Kids Movie, The (1987)	http://dbpedia.org/resource/The_Garbage_Pail_Kids_Movie	14175
1500	Grosse Pointe Blank (1997)	http://dbpedia.org/resource/Grosse_Pointe_Blank	1581
2532	Conquest of the Planet of the Apes (1972)	http://dbpedia.org/resource/Conquest_of_the_Planet_of_the_Apes	5850
2450	Howard the Duck (1986)	http://dbpedia.org/resource/Howard_the_Duck_(film)	12221
2408	Cocoon: The Return (1988)	http://dbpedia.org/resource/Cocoon:_The_Return	1472
1639	Chasing Amy (1997)	http://dbpedia.org/resource/Chasing_Amy	13304
2927	Brief Encounter (1946)	http://dbpedia.org/resource/Brief_Encounter_(1974_film)	12297
3729	Shaft (1971)	http://dbpedia.org/resource/Shaft_(1971_film)	4363
3058	Ape, The (1940)	http://dbpedia.org/resource/The_Ape_(1940_film)	5590
2566	Doug's 1st Movie (1999)	http://dbpedia.org/resource/Doug's_1st_Movie	9340
3695	Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)	http://dbpedia.org/resource/The_Toxic_Avenger_Part_III:_The_Last_Temptation_of_Toxie	3347
173	Judge Dredd (1995)	http://dbpedia.org/resource/Judge_Dredd_(film)	9513
3830	Psycho Beach Party (2000)	http://dbpedia.org/resource/Psycho_Beach_Party	7702
3107	Backdraft (1991)	http://dbpedia.org/resource/Backdraft_(film)	807
2286	Fiendish Plot of Dr. Fu Manchu, The (1980)	http://dbpedia.org/resource/The_Fiendish_Plot_of_Dr._Fu_Manchu	12288
2826	13th Warrior, The (1999)	http://dbpedia.org/resource/The_13th_Warrior	5460
2409	Rocky II (1979)	http://dbpedia.org/resource/Rocky_II	9974
1640	How to Be a Player (1997)	http://dbpedia.org/resource/Def_Jam's_How_to_Be_a_Player	13815
801	Harriet the Spy (1996)	http://dbpedia.org/resource/Harriet_the_Spy_(film)	3587
2965	Omega Code, The (1999)	http://dbpedia.org/resource/The_Omega_Code	29
3182	Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)	http://dbpedia.org/resource/Mr._Death:_The_Rise_and_Fall_of_Fred_A._Leuchter,_Jr.	6351
1501	Keys to Tulsa (1997)	http://dbpedia.org/resource/Keys_to_Tulsa	8728
2533	Escape from the Planet of the Apes (1971)	http://dbpedia.org/resource/Escape_from_the_Planet_of_the_Apes	13196
174	Jury Duty (1995)	http://dbpedia.org/resource/Jury_Duty_(film)	3054
3696	Night of the Creeps (1986)	http://dbpedia.org/resource/Night_of_the_Creeps	3551
2567	EDtv (1999)	http://dbpedia.org/resource/EDtv	6198
1367	101 Dalmatians (1996)	http://dbpedia.org/resource/101_Dalmatians_(1996_film)	8447
3183	Third Miracle, The (1999)	http://dbpedia.org/resource/The_Third_Miracle	13995
3108	Fisher King, The (1991)	http://dbpedia.org/resource/The_Fisher_King	3735
2657	Rocky Horror Picture Show, The (1975)	http://dbpedia.org/resource/The_Rocky_Horror_Picture_Show	3725
1929	Grand Hotel (1932)	http://dbpedia.org/resource/Grand_Hotel_(film)	2946
1333	Birds, The (1963)	http://dbpedia.org/resource/The_Birds_(film)	7482
2827	Astronaut's Wife, The (1999)	http://dbpedia.org/resource/The_Astronaut's_Wife	9727
1068	Crossfire (1947)	http://dbpedia.org/resource/Crossfire_(film)	6530
2695	Boys, The (1997)	http://dbpedia.org/resource/Boyz_n_the_Hood	11361
1641	Full Monty, The (1997)	http://dbpedia.org/resource/The_Full_Monty	8085
3310	Kid, The (1921)	http://dbpedia.org/resource/The_Kid_(1921_film)	12856
3697	Predator 2 (1990)	http://dbpedia.org/resource/Predator_2	7630
40	Cry, the Beloved Country (1995)	http://dbpedia.org/resource/Cry,_the_Beloved_Country_(1995_film)	3050
454	Firm, The (1993)	http://dbpedia.org/resource/The_Firm_(1993_film)	5348
2568	Mod Squad, The (1999)	http://dbpedia.org/resource/The_Mod_Squad_(film)	7264
1069	Murder, My Sweet (1944)	http://dbpedia.org/resource/Murder,_My_Sweet	2380
3608	Pee-wee's Big Adventure (1985)	http://dbpedia.org/resource/Pee-wee's_Big_Adventure	404
3311	Man from Laramie, The (1955)	http://dbpedia.org/resource/The_Man_from_Laramie	8269
2966	Straight Story, The (1999)	http://dbpedia.org/resource/The_Straight_Story	3787
2928	Razor's Edge, The (1984)	http://dbpedia.org/resource/The_Razor's_Edge_(1984_film)	3530
2828	Dudley Do-Right (1999)	http://dbpedia.org/resource/Dudley_Do-Right_(film)	5909
1197	Princess Bride, The (1987)	http://dbpedia.org/resource/The_Princess_Bride_(film)	5815
1754	Fallen (1998)	http://dbpedia.org/resource/Fallen	7862
3240	Big Tease, The (1999)	http://dbpedia.org/resource/The_Big_Tease	13011
405	Highlander III: The Sorcerer (1994)	http://dbpedia.org/resource/Highlander_III:_The_Sorcerer	1155
661	James and the Giant Peach (1996)	http://dbpedia.org/resource/James_and_the_Giant_Peach_(film)	8609
1889	Insomnia (1997)	http://dbpedia.org/resource/Insomnia_(1997_film)	7409
2697	My Son the Fanatic (1998)	http://dbpedia.org/resource/My_Son_the_Fanatic_(film)	8130
13	Balto (1995)	http://dbpedia.org/resource/Balto_(film)	4188
574	Spanking the Monkey (1994)	http://dbpedia.org/resource/Spanking_the_Monkey	14217
1755	Shooting Fish (1997)	http://dbpedia.org/resource/Shooting_Fish	11121
1643	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	http://dbpedia.org/resource/Mrs_Brown	2690
3184	Montana (1998)	http://dbpedia.org/resource/Montana_Sky	9751
2040	Computer Wore Tennis Shoes, The (1970)	http://dbpedia.org/resource/The_Computer_Wore_Tennis_Shoes	8692
3567	Bossa Nova (1999)	http://dbpedia.org/resource/Bossa_Nova_(film)	5673
1370	Die Hard 2 (1990)	http://dbpedia.org/resource/Die_Hard_2	1121
1821	Object of My Affection, The (1998)	http://dbpedia.org/resource/The_Object_of_My_Affection	4735
3438	Teenage Mutant Ninja Turtles (1990)	http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_(1990_film)	14637
1756	Prophecy II, The (1998)	http://dbpedia.org/resource/The_Prophecy_II	7401
1232	Stalker (1979)	http://dbpedia.org/resource/Stalker_(1979_film)	1294
1334	Blob, The (1958)	http://dbpedia.org/resource/The_Blob_(1988_film)	1309
575	Little Rascals, The (1994)	http://dbpedia.org/resource/The_Little_Rascals_(film)	11015
2410	Rocky III (1982)	http://dbpedia.org/resource/Rocky_III	1431
3610	Roustabout (1964)	http://dbpedia.org/resource/Roustabout_(film)	733
3185	Snow Falling on Cedars (1999)	http://dbpedia.org/resource/Snow_Falling_on_Cedars_(film)	8524
407	In the Mouth of Madness (1995)	http://dbpedia.org/resource/In_the_Mouth_of_Madness	5806
2322	Soldier (1998)	http://dbpedia.org/resource/Soldier_of_Orange	3506
1198	Raiders of the Lost Ark (1981)	http://dbpedia.org/resource/Raiders_of_the_Lost_Ark	10295
1644	I Know What You Did Last Summer (1997)	http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer	8147
2929	Reds (1981)	http://dbpedia.org/resource/Reds_(film)	5664
3480	Lucas (1986)	http://dbpedia.org/resource/Lucas_(film)	13049
2411	Rocky IV (1985)	http://dbpedia.org/resource/Rocky_IV	4127
846	Flirt (1995)	http://dbpedia.org/resource/Flirt_(1995_film)	4972
3186	Girl, Interrupted (1999)	http://dbpedia.org/resource/Girl,_Interrupted_(film)	9645
1371	Star Trek: The Motion Picture (1979)	http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture	4093
3313	Class Reunion (1982)	http://dbpedia.org/resource/National_Lampoon's_Class_Reunion	5385
1822	Meet the Deedles (1998)	http://dbpedia.org/resource/Meet_the_Deedles	2098
802	Phenomenon (1996)	http://dbpedia.org/resource/Phenomenon_(film)	9054
948	Giant (1956)	http://dbpedia.org/resource/Giant_(1956_film)	3030
2930	Return with Honor (1998)	http://dbpedia.org/resource/Return_with_Honor	5892
3481	High Fidelity (2000)	http://dbpedia.org/resource/High_Fidelity_(film)	6140
3439	Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)	http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_II:_The_Secret_of_the_Ooze	11258
2041	Condorman (1981)	http://dbpedia.org/resource/Condorman	1896
2287	Them! (1954)	http://dbpedia.org/resource/Them!	7666
2967	Bad Seed, The (1956)	http://dbpedia.org/resource/The_Bad_Seed_(1985_film)	5492
1758	Dangerous Beauty (1998)	http://dbpedia.org/resource/Dangerous_Beauty	6749
1111	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	http://dbpedia.org/resource/Microcosmos_(film)	1576
2412	Rocky V (1990)	http://dbpedia.org/resource/Rocky_V	2569
2451	Gate, The (1987)	http://dbpedia.org/resource/Gate_of_Hell_(film)	8876
3698	Running Man, The (1987)	http://dbpedia.org/resource/The_Running_Man_(1963_film)	8517
1372	Star Trek VI: The Undiscovered Country (1991)	http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country	10305
3831	Saving Grace (2000)	http://dbpedia.org/resource/Saving_Grace_(2000_film)	12047
3611	Saludos Amigos (1943)	http://dbpedia.org/resource/Saludos_Amigos	4388
3570	Last September, The (1999)	http://dbpedia.org/resource/The_Last_September__The_Last_September__1	11565
2042	D2: The Mighty Ducks (1994)	http://dbpedia.org/resource/D2:_The_Mighty_Ducks	12264
1112	Palookaville (1996)	http://dbpedia.org/resource/Palookaville_(film)	7635
803	Walking and Talking (1996)	http://dbpedia.org/resource/Walking_and_Talking	12374
3243	Encino Man (1992)	http://dbpedia.org/resource/Encino_Man	12142
3440	Teenage Mutant Ninja Turtles III (1993)	http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III	14556
949	East of Eden (1955)	http://dbpedia.org/resource/East_of_Eden_(film)	13586
1759	Four Days in September (1997)	http://dbpedia.org/resource/Four_Days_in_September	13052
2795	Vacation (1983)	http://dbpedia.org/resource/RV_(film)	13094
848	Spitfire Grill, The (1996)	http://dbpedia.org/resource/The_Spitfire_Grill	7928
2145	Pretty in Pink (1986)	http://dbpedia.org/resource/Pretty_in_Pink	10045
2968	Time Bandits (1981)	http://dbpedia.org/resource/Time_Bandits	1981
275	Mixed Nuts (1994)	http://dbpedia.org/resource/Mixed_Nuts_(1922_film)	14230
2452	Gate II: Trespassers, The (1990)	http://dbpedia.org/resource/The_Gate_II:_Trespassers	8131
408	8 Seconds (1994)	http://dbpedia.org/resource/8_Seconds	1312
1502	Kissed (1996)	http://dbpedia.org/resource/Kissed	2090
804	She's the One (1996)	http://dbpedia.org/resource/She's_the_One	4265
1373	Star Trek V: The Final Frontier (1989)	http://dbpedia.org/resource/Star_Trek_V:_The_Final_Frontier	10469
3699	Starman (1984)	http://dbpedia.org/resource/Starman_(film)	11793
41	Richard III (1995)	http://dbpedia.org/resource/Richard_III_(1995_film)	1633
2146	St. Elmo's Fire (1985)	http://dbpedia.org/resource/St._Elmo's_Fire_(film)	7461
317	Santa Clause, The (1994)	http://dbpedia.org/resource/Santa_Claus_Conquers_the_Martians	2574
3571	Time Code (2000)	http://dbpedia.org/resource/Timecode_(film)	12921
2569	Among Giants (1998)	http://dbpedia.org/resource/Among_Giants	2917
409	Above the Rim (1994)	http://dbpedia.org/resource/Above_the_Rim	4081
3730	Conversation, The (1974)	http://dbpedia.org/resource/Conversation_Piece_(film)	1608
2932	Days of Heaven (1978)	http://dbpedia.org/resource/Days_of_Heaven	7058
2043	Darby O'Gill and the Little People (1959)	http://dbpedia.org/resource/Darby_O'Gill_and_the_Little_People	1820
2658	Flying Saucer, The (1950)	http://dbpedia.org/resource/Flying_Saucer_Daffy	286
175	Kids (1995)	http://dbpedia.org/resource/Kids_(film)	5858
276	Milk Money (1994)	http://dbpedia.org/resource/Milk_Money_(film)	6006
3366	Where Eagles Dare (1969)	http://dbpedia.org/resource/Where_Eagles_Dare	9971
1760	Spice World (1997)	http://dbpedia.org/resource/Spice_World_(film)	10628
3612	Slipper and the Rose, The (1976)	http://dbpedia.org/resource/The_Slipper_and_the_Rose	61
14	Nixon (1995)	http://dbpedia.org/resource/Nixon_(film)	7242
3244	Goodbye Girl, The (1977)	http://dbpedia.org/resource/The_Goodbye_Girl	4005
2796	Funny Farm (1988)	http://dbpedia.org/resource/Funny_Farm_(film)	4997
2829	Muse, The (1999)	http://dbpedia.org/resource/The_Muse_(1999_film)	358
3060	Commitments, The (1991)	http://dbpedia.org/resource/Commitments	3705
849	Escape from L.A. (1996)	http://dbpedia.org/resource/Escape_from_L.A.	12718
2147	Clan of the Cave Bear, The (1986)	http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear_(film)	13332
3877	Supergirl (1984)	http://dbpedia.org/resource/Supergirl_(film)	2081
1335	Blood Beach (1981)	http://dbpedia.org/resource/Blood_Beach	14482
1930	Cavalcade (1933)	http://dbpedia.org/resource/Cavalcade_(1933_film)	2515
410	Addams Family Values (1993)	http://dbpedia.org/resource/Addams_Family_Values	8662
2699	Arachnophobia (1990)	http://dbpedia.org/resource/Arachnophobia_(film)	8270
2659	It Came from Hollywood (1982)	http://dbpedia.org/resource/It_Came_from_Hollywood	1546
1891	Ugly, The (1997)	http://dbpedia.org/resource/Ugly_Aur_Pagli	3009
1645	Devil's Advocate, The (1997)	http://dbpedia.org/resource/The_Devil's_Advocate_(1997_film)	3046
1762	Deep Rising (1998)	http://dbpedia.org/resource/Deep_Rising	3144
2453	Boy Who Could Fly, The (1986)	http://dbpedia.org/resource/The_Boy_Who_Could_Fly	4482
1503	8 Heads in a Duffel Bag (1997)	http://dbpedia.org/resource/8_Heads_in_a_Duffel_Bag	5950
15	Cutthroat Island (1995)	http://dbpedia.org/resource/Cutthroat_Island	9999
318	Shawshank Redemption, The (1994)	http://dbpedia.org/resource/The_Shawshank_Redemption	14491
3441	Red Dawn (1984)	http://dbpedia.org/resource/Red_Dawn_(2012_film)	11976
3061	Holiday Inn (1942)	http://dbpedia.org/resource/Holiday_Inn_(film)	4290
1374	Star Trek: The Wrath of Khan (1982)	http://dbpedia.org/resource/Star_Trek_II:_The_Wrath_of_Khan	3021
411	You So Crazy (1994)	http://dbpedia.org/resource/You_So_Crazy	5444
42	Dead Presidents (1995)	http://dbpedia.org/resource/Dead_Presidents	5170
1336	Body Parts (1991)	http://dbpedia.org/resource/Body_Parts_(film)	5437
1824	Homegrown (1998)	http://dbpedia.org/resource/Homegrown_(film)	3821
662	Fear (1996)	http://dbpedia.org/resource/Fear_(1996_film)	10282
2044	Devil and Max Devlin, The (1981)	http://dbpedia.org/resource/The_Devil_and_Max_Devlin	10806
